country,2000,2000,2000,2001,2001,2001,2002,2002,2002,2003,2003,2003,2004,2004,2004,2005,2005,2005,2006,2006,2006,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,,,,,,,,,,,,,,,
Belgium,$0 ,"$158,896,182 ",$0 ,$0 ,"$670,933,048 ","$168,946,000 ",$0 ,"$132,940,573 ","$68,324,000 ",$0 ,"$340,361,548 ","$70,643,000 ",$0 ,"$401,258,814 ","$42,147,000 ",$0 ,"$664,458,801 ","$49,332,000 ",$0 ,"$299,774,014 ","$52,604,000 ",$0 ,"$480,588,238 ","$48,724,000 ",$0 ,"$7,681,914,818 ","$329,555,000 ",$0 ,"$1,077,623,949 ","$63,136,632 ",$0 ,"$702,620,401 ","$54,437,316 ",$0 ,"$161,056,626 ","$67,894,923 ","$88,000,000 ","$145,309,207 ","$88,136,709 ","$68,000,000 ","$315,554,440 ","$35,755,874 ","$113,000,000 ","$220,638,876 ","$58,439,246 ",$0 ,"$420,514,915 ","$141,172,179 ",$0 ,"$441,577,591 ","$41,154,237 ",$0 ,"$88,218,848 ","$79,468,139 ","$6,530,000,000 ","$74,510,126 ","$3,944,214 ","$600,000,000 ","$274,836,582 ",$0 
Belize,$0 ,"$125,138 ",$0 ,$0 ,"$453,874 ","$20,000 ",$0 ,"$388,265 ","$133,000 ",$0 ,"$599,627 ","$99,000 ",$0 ,"$431,941 ","$76,000 ",$0 ,"$606,618 ","$341,000 ",$0 ,"$927,621 ","$368,000 ",$0 ,"$1,053,224 ","$483,000 ",$0 ,"$766,878 ","$780,000 ",$0 ,"$1,045,160 ","$193,511 ",$0 ,"$4,809,296 ","$1,180,373 ",$0 ,"$2,850,510 ","$1,713,142 ",$0 ,"$2,912,958 ","$1,384,657 ",$0 ,"$7,109,041 ","$2,746,202 ",$0 ,"$1,542,563 ","$539,743 ",$0 ,"$626,024 ","$395,350 ",$0 ,"$2,817,967 ","$1,865,567 ",$0 ,"$200,746 ","$512,466 ",$0 ,"$400,069 ","$266,591 ",$0 ,"$197,551 ",$0 
Benin,,,,$0 ,"$145,000 ","$3,000 ",$0 ,"$85,010 ","$338,000 ",$0 ,$0 ,"$16,000 ",$0 ,"$40,000 ","$2,360,000 ",,,,,,,,,,,,,,,,$0 ,"$218,009 ","$64,001 ",$0 ,"$1,235,260 ",$0 ,$0 ,"$329,179 ","$822,000 ",$0 ,"$119,009 ","$442,008 ",$0 ,"$845,988 ","$779,488 ",$0 ,"$625,000 ","$47,500 ",$0 ,"$3,393,621 ","$898,163 ",$0 ,$0 ,"$26,000 ",,,,$0 ,"$191,341 ",$0 
Bermuda,$0 ,"$529,620 ",$0 ,$0 ,"$31,727,648 ",$0 ,$0 ,"$20,002,212 ",$0 ,$0 ,"$4,624,250 ",$0 ,$0 ,"$5,088,540 ",$0 ,$0 ,"$41,586 ",$0 ,$0 ,"$12,962 ",$0 ,$0 ,"$33,909 ",$0 ,$0 ,"$114,552,830 ","$114,552,830 ",$0 ,"$1,072,895 ","$31,269 ",$0 ,"$1,865,311 ","$16,671 ",$0 ,"$17,014,153 ",$0 ,$0 ,"$12,174,533 ",$0 ,$0 ,"$47,032 ","$45,932 ",,,,$0 ,"$27,950 ",$0 ,$0 ,"$20,577 ","$17,077 ",$0 ,"$125,793 ","$121,693 ",$0 ,"$59,588 ","$28,262 ",$0 ,"$5,283 ",$0 
Bhutan,,,,,,,$0 ,"$9,000 ",$0 ,$0 ,"$4,540 ",$0 ,$0 ,"$57,885 ",$0 ,,,,,,,,,,$0 ,"$2,185 ",$0 ,$0 ,"$2,100 ",$0 ,,,,$0 ,"$6,421 ","$4,455 ",,,,,,,$0 ,"$17,944 ","$16,389 ",$0 ,"$1,041 ",$738 ,,,,,,,,,,$0 ,$383 ,$0 
Bolivia,$0 ,"$12,488,283 ",$0 ,$0 ,"$4,752,086 ","$4,299,000 ",$0 ,"$2,170,385 ","$1,023,000 ",$0 ,"$11,537,828 ","$1,474,000 ",$0 ,"$29,739,196 ","$1,432,000 ",$0 ,"$35,510,314 ","$4,784,000 ",$0 ,"$10,892,956 ","$778,000 ",$0 ,"$25,695,411 ","$363,000 ",$0 ,"$8,175,121 ","$13,905,000 ",$0 ,"$1,269,098 ","$57,751 ",$0 ,"$6,722,160 ","$422,247 ",$0 ,"$22,434,598 ","$1,272,397 ",$0 ,"$4,601,055 ","$1,392,110 ",$0 ,"$1,259,020 ","$466,155 ",$0 ,"$3,693,501 ","$12,000 ",$0 ,"$10,307 ","$210,249 ",$0 ,"$3,233,270 ","$1,153,250 ",,,,$0 ,"$16,130,520 ","$2,520 ",$0 ,"$449,207 ",$0 
Bosnia and Herzegovina,$0 ,"$16,880,507 ",$0 ,$0 ,"$2,040,000 ","$8,030,000 ",$0 ,"$4,058,260 ","$4,609,000 ",$0 ,"$3,675,000 ","$1,868,000 ",$0 ,"$18,171,644 ","$1,782,000 ",$0 ,"$5,906,976 ","$3,652,000 ",$0 ,"$9,910,799 ","$7,534,000 ",$0 ,"$10,479,508 ","$6,040,000 ",$0 ,"$3,932,675 ","$5,494,000 ",$0 ,"$6,657,132 ","$7,796,595 ",$0 ,"$10,552,462 ","$6,953,419 ",$0 ,"$10,885,919 ","$8,486,028 ",$0 ,"$6,591,852 ","$2,373,542 ",$0 ,"$2,535,055 ","$5,765,062 ",$0 ,"$4,538,565 ","$1,337,455 ",$0 ,"$8,052,545 ","$2,946,520 ",$0 ,"$1,183,997 ","$1,769,038 ",$0 ,"$50,227 ","$2,130,690 ",,,,$0 ,"$788,068 ",$0 
Botswana,$0 ,"$17,283,414 ",$0 ,$0 ,"$7,026,143 ","$750,000 ",$0 ,"$18,885,821 ","$280,000 ",$0 ,"$83,522,812 ","$1,122,000 ",$0 ,"$20,917,463 ","$347,000 ",$0 ,"$14,497,501 ","$140,000 ",$0 ,"$4,972,532 ","$1,656,000 ",$0 ,"$8,443,099 ","$533,000 ",$0 ,"$38,793,850 ","$9,379,000 ",$0 ,"$15,349,307 ","$1,063,985 ",$0 ,"$1,693,810 ","$678,021 ",$0 ,"$12,588,515 ","$1,971,459 ",$0 ,"$3,989,067 ","$1,725,118 ",$0 ,"$8,803,895 ","$2,381,573 ",$0 ,"$6,201,001 ","$898,000 ",$0 ,"$526,750 ","$2,265,749 ",$0 ,"$2,747,789 ","$251,383 ",$0 ,"$4,251,636 ","$859,481 ",$0 ,"$3,308,681 ","$1,999,746 ",$0 ,"$11,313,717 ",$0 
Brazil,$0 ,"$614,787,344 ","$146,717 ",$0 ,"$329,805,111 ","$50,673,000 ",$0 ,"$341,927,709 ","$39,700,000 ",$0 ,"$544,398,738 ","$13,371,000 ",$0 ,"$444,256,152 ","$13,617,000 ",$0 ,"$495,037,314 ","$10,630,000 ",$0 ,"$186,413,249 ","$27,907,000 ",$0 ,"$427,569,515 ","$61,385,000 ","$525,000,000 ","$926,981,188 ","$98,171,000 ","$7,000,000,000 ","$551,203,612 ","$59,019,786 ",$0 ,"$664,419,439 ","$66,521,259 ",$0 ,"$635,634,571 ","$97,085,981 ","$233,000,000 ","$724,004,674 ","$158,740,057 ",$0 ,"$458,321,611 ","$121,492,894 ","$705,000,000 ","$388,314,749 ","$108,271,853 ","$601,000,000 ","$403,215,723 ","$141,739,974 ",$0 ,"$52,816,438 ","$80,561,946 ",$0 ,"$71,447,454 ","$48,797,345 ",$0 ,"$43,494,079 ","$12,707,236 ","$10,600,000 ","$64,990,419 ",$0 
British Virgin Islands,$0 ,"$288,000 ",$0 ,$0 ,$600 ,$0 ,$0 ,$884 ,$0 ,$0 ,"$1,170 ",$0 ,,,,$0 ,"$3,885 ",$0 ,$0 ,"$6,100 ",$0 ,$0 ,"$5,500 ",$0 ,$0 ,"$13,000 ","$34,000 ",$0 ,"$1,458,000 ",$0 ,,,,,,,$0 ,"$21,048 ","$9,164 ",,,,$0 ,"$46,096 ","$46,164 ",$0 ,$500 ,$0 ,,,,$0 ,"$15,600 ","$15,600 ",$0 ,"$51,610 ",$0 ,,,
Brunei,$0 ,"$603,556 ",$0 ,$0 ,"$4,154,605 ","$107,000 ",$0 ,$0 ,"$20,000 ",$0 ,"$5,524,537 ","$53,000 ",$0 ,"$3,625,907 ","$36,000 ",$0 ,"$5,138,362 ","$12,000 ",$0 ,"$21,772,250 ","$34,000 ",$0 ,"$703,928 ","$24,000 ",$0 ,"$79,355,724 ","$8,770,000 ",$0 ,"$23,363,879 ","$3,609,890 ",$0 ,"$4,545,682 ","$1,305,800 ",$0 ,"$7,565,183 ","$3,678,595 ",$0 ,"$7,267,981 ","$1,661,417 ",$0 ,"$81,313,622 ","$33,315,912 ","$343,000,000 ","$246,042,472 ","$163,268,391 ",$0 ,"$23,180,518 ","$3,091,716 ","$1,278,694 ","$15,507,037 ","$8,118,575 ",$0 ,"$467,979 ","$842,106 ",$0 ,"$3,959,999 ","$116,169 ",$0 ,"$30,573,088 ",$0 
Bulgaria,$0 ,"$24,583,553 ",$0 ,$0 ,"$22,786,109 ","$4,558,000 ",$0 ,"$72,647,505 ","$1,569,000 ",$0 ,"$27,150,292 ","$2,878,000 ",$0 ,"$53,981,859 ","$14,361,000 ",$0 ,"$57,744,322 ","$16,336,000 ",$0 ,"$17,381,617 ","$9,672,000 ",$0 ,"$71,902,905 ","$12,868,000 ",$0 ,"$99,652,381 ","$40,230,000 ",$0 ,"$12,882,689 ","$8,254,199 ",$0 ,"$16,535,476 ","$12,290,867 ",$0 ,"$36,031,359 ","$5,956,539 ",$0 ,"$78,221,849 ","$4,353,226 ",$0 ,"$10,434,086 ","$16,756,626 ",$0 ,"$20,054,261 ","$15,631,621 ",$0 ,"$4,745,157 ","$7,998,685 ",$0 ,"$6,733,001 ","$5,053,000 ",$0 ,"$885,861 ","$3,836,129 ",$0 ,"$2,054,563 ",$0 ,"$1,673,000,000 ","$10,405,380 ",$0 
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,$0 ,"$469,200 ",$0 ,$0 ,"$56,550 ","$57,000 ",$0 ,"$3,098 ",$0 ,$0 ,"$8,021,902 ","$440,528 ",$0 ,"$526,542 ","$207,237 ",$0 ,"$17,834,094 ","$1,190,043 ",$0 ,"$700,940 ","$155,640 ",$0 ,"$640,828 ","$619,488 ",,,,$0 ,"$730,601 ","$535,896 ",$0 ,"$4,028 ","$174,000 ",$0 ,"$15,000 ",$0 ,$0 ,"$12,342,353 ",$0 
Burma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 ,"$21,000 ",,,,,,
Burundi,,,,,,,,,,,,,,,,,,,$0 ,"$73,600 ",$0 ,$0 ,"$1,100,000 ",$0 ,$0 ,"$222,711 ","$29,000 ",$0 ,"$100,000 ",$0 ,$0 ,"$100,000 ",$0 ,$0 ,"$693,010 ","$454,060 ",$0 ,"$1,429,070 ","$77,450 ",$0 ,"$53,737 ","$1,000 ",$0 ,"$331,571 ","$188,087 ",$0 ,"$242,300 ","$204,300 ",$0 ,"$463,000 ",$0 ,$0 ,$0 ,"$509,000 ",,,,,,
Cambodia,,,,$0 ,"$325,000 ","$152,000 ",$0 ,"$424,000 ","$149,000 ",$0 ,$0 ,"$424,000 ",$0 ,$0 ,"$116,000 ",$0 ,"$391,670 ","$295,000 ",$0 ,$100 ,$0 ,$0 ,"$1,132,900 ","$1,000 ",$0 ,"$553,000 ","$573,000 ",$0 ,"$1,732,139 ","$311,645 ",$0 ,"$1,002,000 ","$728,000 ",$0 ,"$1,935,217 ","$457,023 ",$0 ,"$2,000,000 ","$2,702,000 ",$0 ,"$1,956,000 ","$827,000 ",$0 ,"$1,156,600 ","$477,000 ",$0 ,"$8,550 ","$1,222,700 ",$0 ,"$1,407,813 ","$479,000 ",$0 ,"$22,997 ","$383,114 ",$0 ,"$22,997 ",$0 ,$0 ,"$15,025 ",$0 
